Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Sales,Cost,Order_Status,Delivery_Date,Estimated_Delivery,Delivered_Quantity
1717,2023-09-08,C057,P023,1,3582.0,2259,Completed,2023-09-14,2023-09-12,1
1718,2023-06-15,C077,P016,3,13098.0,9792,Completed,2023-06-22,2023-06-20,3
1719,2024-08-31,C051,P057,3,26996.33,12717,Completed,2024-09-04,2024-09-04,2
1720,2023-10-15,C071,P046,4,39230.17,21168,Completed,2023-10-19,2023-10-20,4
1721,2023-02-05,C075,P048,2,19775.84,11562,Completed,2023-02-13,2023-02-11,2
1722,2024-02-11,C009,P028,1,4437.0,2813,Completed,2024-02-17,2024-02-18,1
1723,2024-04-30,C046,P022,2,8548.0,5740,Completed,2024-05-08,2024-05-04,2
1724,2024-01-24,C056,P030,3,12774.0,8301,Cancelled,,2024-01-29,0
1725,2024-07-27,C066,P060,1,8301.68,4419,Returned,2024-08-01,2024-08-01,1
1726,2023-06-07,C024,P012,1,4554.0,3262,Completed,2023-06-15,2023-06-14,1
1727,2023-03-11,C005,P010,4,17080.0,12632,Completed,2023-03-16,2023-03-16,0
1728,2023-03-23,C010,P033,1,4267.0,3060,Completed,2023-03-28,2023-03-26,1
1729,2023-12-16,C025,P017,3,11793.0,8715,Cancelled,,2023-12-21,0
1730,2023-04-25,C057,P029,3,13899.0,8451,Completed,2023-05-03,2023-05-01,3
1731,2024-10-18,C021,P026,1,4306.0,3085,Completed,2024-10-22,2024-10-23,1
1732,2023-06-07,C027,P015,4,16964.0,12708,Completed,2023-06-10,2023-06-14,4
1733,2023-07-30,C063,P021,3,14496.0,9096,Completed,2023-08-05,2023-08-02,3
1734,2024-02-22,C074,P024,3,12564.0,9051,Completed,2024-02-27,2024-02-28,2
1735,2024-07-03,C020,P031,4,16900.0,11732,Cancelled,,2024-07-09,0
1736,2024-10-02,C019,P001,2,7896.0,4784,Completed,2024-10-08,2024-10-09,2
1737,2024-09-26,C074,P025,1,3785.0,2484,Cancelled,,2024-09-29,0
1738,2023-08-03,C016,P031,4,16900.0,11732,Completed,2023-08-08,2023-08-06,3
1739,2023-08-20,C012,P058,3,22598.95,14724,Completed,2023-08-27,2023-08-26,3
1740,2024-09-02,C055,P019,4,15316.0,10164,Completed,2024-09-10,2024-09-09,4
1741,2024-02-22,C059,P004,2,9022.0,6582,Completed,2024-02-25,2024-02-29,1
1742,2023-08-16,C006,P015,4,16964.0,12708,Cancelled,,2023-08-19,0
1743,2023-01-16,C031,P042,1,10541.14,6344,Cancelled,,2023-01-20,0
1744,2023-06-08,C029,P056,1,10348.63,5883,Completed,2023-06-14,2023-06-12,1
1745,2024-01-26,C017,P001,3,11844.0,7176,Cancelled,,2024-01-30,0
1746,2023-09-21,C065,P010,3,12810.0,9474,Completed,2023-09-25,2023-09-25,3
1747,2024-06-13,C069,P035,1,3658.0,2542,Cancelled,,2024-06-19,0
1748,2024-03-26,C020,P048,3,31795.4,17343,Completed,2024-04-03,2024-04-02,3
1749,2023-01-11,C077,P041,2,17659.44,10978,Completed,2023-01-17,2023-01-17,2
1750,2024-05-27,C037,P012,1,4554.0,3262,Cancelled,,2024-06-01,0
1751,2023-04-22,C014,P036,1,3799.0,2668,Completed,2023-04-26,2023-04-26,1
1752,2023-12-22,C056,P025,3,11355.0,7452,Completed,2023-12-28,2023-12-26,3
1753,2024-09-29,C058,P046,3,31062.74,15876,Completed,2024-10-01,2024-10-04,3
1754,2023-01-20,C069,P026,3,12918.0,9255,Completed,2023-01-27,2023-01-26,3
1755,2024-12-12,C043,P047,3,22853.22,12507,Completed,2024-12-17,2024-12-19,3
1756,2023-07-20,C036,P060,1,8544.71,4419,Completed,2023-07-24,2023-07-27,1
1757,2023-07-15,C019,P019,2,7658.0,5082,Completed,2023-07-22,2023-07-21,2
1758,2024-04-12,C040,P010,4,17080.0,12632,Cancelled,,2024-04-18,0
1759,2023-04-04,C010,P009,3,11565.0,7992,Completed,2023-04-12,2023-04-10,3
1760,2024-01-03,C032,P031,2,8450.0,5866,Returned,2024-01-09,2024-01-09,2
1761,2023-07-30,C003,P036,3,11397.0,8004,Cancelled,,2023-08-05,0
1762,2024-06-25,C050,P032,4,18900.0,13468,Cancelled,,2024-06-30,0
1763,2023-12-21,C070,P042,4,42809.59,25376,Completed,2023-12-23,2023-12-28,4
1764,2024-11-30,C070,P005,2,8808.0,6182,Completed,2024-12-06,2024-12-05,1
1765,2024-07-07,C030,P055,4,33881.9,18348,Cancelled,,2024-07-13,0
1766,2023-06-25,C080,P007,4,14912.0,9416,Completed,2023-07-02,2023-07-02,4
1767,2023-11-08,C027,P048,4,38061.69,23124,Cancelled,,2023-11-14,0
1768,2023-04-26,C026,P019,3,11487.0,7623,Completed,2023-04-30,2023-04-30,3
1769,2024-09-24,C049,P029,4,18532.0,11268,Completed,2024-09-28,2024-09-30,4
1770,2023-04-15,C012,P049,4,33930.46,15840,Returned,2023-04-18,2023-04-19,4
1771,2023-08-29,C045,P054,4,36054.29,21644,Completed,2023-09-06,2023-09-01,4
1772,2024-08-08,C067,P024,1,4188.0,3017,Completed,2024-08-16,2024-08-15,1
1773,2023-11-09,C041,P039,3,12558.0,7551,Completed,2023-11-12,2023-11-12,0
1774,2023-01-10,C072,P029,2,9266.0,5634,Completed,2023-01-18,2023-01-13,2
1775,2023-02-06,C004,P042,3,29265.27,19032,Completed,2023-02-12,2023-02-10,0
1776,2024-07-27,C064,P021,1,4832.0,3032,Completed,2024-08-01,2024-07-31,1
1777,2023-05-09,C077,P045,3,24029.28,11904,Completed,2023-05-16,2023-05-14,3
1778,2023-01-06,C039,P015,3,12723.0,9531,Completed,2023-01-10,2023-01-10,3
1779,2023-01-27,C016,P041,2,20757.12,10978,Completed,2023-02-04,2023-02-02,2
1780,2023-08-22,C038,P053,4,32409.57,16348,Returned,2023-08-29,2023-08-27,4
1781,2023-07-08,C063,P010,4,17080.0,12632,Completed,2023-07-15,2023-07-12,0
1782,2023-08-13,C030,P006,2,7890.0,5448,Completed,2023-08-18,2023-08-16,2
1783,2024-09-24,C071,P043,3,24622.06,13899,Completed,2024-10-02,2024-09-28,3
1784,2023-11-13,C001,P023,3,10746.0,6777,Completed,2023-11-17,2023-11-16,3
1785,2024-10-25,C048,P034,1,3755.0,2730,Completed,2024-10-31,2024-10-30,1
1786,2023-11-01,C069,P042,4,40981.67,25376,Completed,2023-11-04,2023-11-04,4
1787,2023-01-25,C067,P008,1,4450.0,3279,Completed,2023-01-30,2023-01-31,1
1788,2024-02-19,C012,P044,1,9756.55,5281,Completed,2024-02-21,2024-02-26,1
1789,2024-11-09,C002,P010,3,12810.0,9474,Completed,2024-11-11,2024-11-12,3
1790,2024-11-04,C055,P036,3,11397.0,8004,Completed,2024-11-12,2024-11-11,2
1791,2023-11-26,C045,P008,1,4450.0,3279,Completed,2023-12-03,2023-12-02,1
1792,2023-01-20,C022,P058,1,8094.76,4908,Completed,2023-01-23,2023-01-25,1
1793,2024-02-21,C023,P026,4,17224.0,12340,Completed,2024-02-24,2024-02-26,4
1794,2024-01-15,C072,P022,2,8548.0,5740,Completed,2024-01-22,2024-01-19,2
1795,2024-03-11,C007,P012,3,13662.0,9786,Completed,2024-03-13,2024-03-14,3
1796,2024-01-12,C060,P010,2,8540.0,6316,Completed,2024-01-17,2024-01-18,1
1797,2024-05-24,C076,P053,4,31275.98,16348,Completed,2024-06-01,2024-05-27,4
1798,2024-12-21,C063,P002,3,12663.0,8799,Completed,2024-12-23,2024-12-25,3
1799,2023-11-23,C051,P028,1,4437.0,2813,Returned,2023-11-30,2023-11-28,1
1800,2024-09-11,C068,P023,4,14328.0,9036,Cancelled,,2024-09-15,0
1801,2024-01-30,C008,P015,3,12723.0,9531,Completed,2024-02-02,2024-02-06,3
1802,2024-07-29,C035,P047,3,25808.84,12507,Completed,2024-07-31,2024-08-02,2
1803,2023-03-29,C021,P027,2,9380.0,6798,Returned,2023-03-31,2023-04-05,2
1804,2024-01-17,C079,P057,2,16951.71,8478,Completed,2024-01-22,2024-01-20,2
1805,2024-07-05,C071,P036,1,3799.0,2668,Completed,2024-07-09,2024-07-08,1
1806,2023-02-19,C076,P037,3,12315.0,7770,Completed,2023-02-27,2023-02-23,3
1807,2023-02-14,C058,P035,1,3658.0,2542,Completed,2023-02-17,2023-02-18,1
1808,2023-04-23,C004,P041,3,29663.0,16467,Completed,2023-04-28,2023-04-28,3
1809,2023-08-23,C063,P058,2,17425.46,9816,Completed,2023-08-31,2023-08-28,2
1810,2023-04-28,C028,P025,4,15140.0,9936,Completed,2023-05-02,2023-05-01,4
1811,2024-03-01,C076,P040,4,15152.0,9684,Cancelled,,2024-03-06,0
1812,2024-10-06,C008,P010,3,12810.0,9474,Completed,2024-10-08,2024-10-12,3
1813,2023-07-24,C004,P059,2,19689.38,10494,Completed,2023-08-01,2023-07-31,2
1814,2024-07-30,C031,P001,1,3948.0,2392,Completed,2024-08-03,2024-08-02,1
1815,2024-07-20,C032,P009,2,7710.0,5328,Completed,2024-07-22,2024-07-26,2
1816,2024-09-22,C067,P010,3,12810.0,9474,Completed,2024-09-30,2024-09-28,3
1817,2024-04-15,C057,P008,3,13350.0,9837,Returned,2024-04-23,2024-04-19,3
1818,2024-06-18,C076,P032,3,14175.0,10101,Completed,2024-06-23,2024-06-21,3
1819,2023-06-24,C052,P005,4,17616.0,12364,Completed,2023-07-02,2023-06-27,4
1820,2023-03-18,C079,P009,1,3855.0,2664,Completed,2023-03-26,2023-03-22,1
1821,2024-04-12,C065,P037,2,8210.0,5180,Completed,2024-04-14,2024-04-18,2
1822,2024-04-29,C044,P004,2,9022.0,6582,Completed,2024-05-06,2024-05-05,1
1823,2023-10-02,C076,P014,2,7730.0,5416,Completed,2023-10-08,2023-10-05,2
1824,2023-09-11,C065,P029,4,18532.0,11268,Completed,2023-09-17,2023-09-16,4
1825,2024-08-16,C008,P005,3,13212.0,9273,Completed,2024-08-19,2024-08-22,3
1826,2023-11-30,C044,P032,2,9450.0,6734,Completed,2023-12-03,2023-12-03,2
1827,2023-06-25,C036,P009,4,15420.0,10656,Completed,2023-07-01,2023-06-29,4
1828,2024-01-27,C011,P010,4,17080.0,12632,Completed,2024-02-02,2024-02-01,4
1829,2023-11-13,C046,P041,4,37162.91,21956,Returned,2023-11-18,2023-11-19,4
1830,2024-01-24,C002,P002,4,16884.0,11732,Completed,2024-02-01,2024-01-30,4
1831,2024-02-07,C050,P046,3,31052.58,15876,Returned,2024-02-13,2024-02-12,3
1832,2023-05-11,C040,P024,4,16752.0,12068,Cancelled,,2023-05-15,0
1833,2023-10-05,C050,P010,3,12810.0,9474,Completed,2023-10-11,2023-10-09,3
1834,2024-03-12,C032,P039,1,4186.0,2517,Completed,2024-03-19,2024-03-15,1
1835,2023-02-07,C012,P022,1,4274.0,2870,Completed,2023-02-11,2023-02-13,1
1836,2023-08-12,C050,P001,1,3948.0,2392,Completed,2023-08-14,2023-08-17,1
1837,2023-05-22,C037,P004,1,4511.0,3291,Cancelled,,2023-05-28,0
1838,2023-11-19,C003,P028,1,4437.0,2813,Completed,2023-11-27,2023-11-24,1
1839,2024-11-27,C012,P023,4,14328.0,9036,Completed,2024-11-29,2024-12-01,4
1840,2024-10-21,C021,P042,2,19220.71,12688,Completed,2024-10-25,2024-10-26,2
1841,2024-09-23,C080,P055,2,16195.82,9174,Completed,2024-09-28,2024-09-29,2
1842,2024-05-08,C045,P024,1,4188.0,3017,Completed,2024-05-13,2024-05-15,1
1843,2024-10-20,C074,P012,3,13662.0,9786,Completed,2024-10-24,2024-10-25,3
1844,2024-02-05,C045,P020,2,9624.0,6858,Completed,2024-02-08,2024-02-08,2
1845,2023-11-12,C052,P011,2,9196.0,5802,Completed,2023-11-19,2023-11-16,2
1846,2023-04-13,C034,P024,4,16752.0,12068,Completed,2023-04-15,2023-04-16,4
1847,2024-02-16,C046,P018,3,13713.0,8835,Completed,2024-02-18,2024-02-22,3
1848,2024-04-01,C041,P060,1,9103.45,4419,Completed,2024-04-08,2024-04-06,1
1849,2024-11-06,C036,P031,1,4225.0,2933,Cancelled,,2024-11-09,0
1850,2024-12-14,C040,P042,1,10373.23,6344,Completed,2024-12-16,2024-12-21,1
1851,2023-04-03,C009,P018,4,18284.0,11780,Completed,2023-04-07,2023-04-07,0
1852,2024-07-27,C059,P016,3,13098.0,9792,Cancelled,,2024-07-30,0
1853,2024-04-29,C014,P031,3,12675.0,8799,Completed,2024-05-03,2024-05-05,3
1854,2024-04-12,C038,P020,4,19248.0,13716,Cancelled,,2024-04-15,0
1855,2024-01-16,C018,P042,4,41244.65,25376,Cancelled,,2024-01-20,0
1856,2024-03-14,C044,P011,3,13794.0,8703,Completed,2024-03-17,2024-03-20,3
1857,2023-01-08,C068,P032,2,9450.0,6734,Completed,2023-01-11,2023-01-13,2
1858,2024-12-30,C079,P023,4,14328.0,9036,Completed,2025-01-06,2025-01-04,4
1859,2023-12-01,C014,P042,2,22137.7,12688,Completed,2023-12-03,2023-12-06,1
1860,2023-12-19,C004,P040,2,7576.0,4842,Cancelled,,2023-12-22,0
1861,2023-10-30,C001,P010,2,8540.0,6316,Returned,2023-11-04,2023-11-02,2
1862,2023-01-24,C080,P033,4,17068.0,12240,Returned,2023-01-30,2023-01-29,3
1863,2023-12-02,C069,P030,4,17032.0,11068,Completed,2023-12-10,2023-12-07,4
1864,2023-08-25,C063,P004,4,18044.0,13164,Completed,2023-09-02,2023-08-31,4
1865,2024-12-01,C008,P002,4,16884.0,11732,Completed,2024-12-05,2024-12-07,4
1866,2023-11-27,C017,P059,2,20640.0,10494,Cancelled,,2023-12-04,0
1867,2024-11-17,C008,P043,2,18764.4,9266,Completed,2024-11-19,2024-11-23,2
1868,2024-03-19,C001,P001,2,7896.0,4784,Completed,2024-03-22,2024-03-26,2
1869,2024-12-09,C007,P013,3,12726.0,8409,Completed,2024-12-12,2024-12-12,3
1870,2023-09-27,C003,P041,3,27542.51,16467,Completed,2023-09-30,2023-10-02,3
1871,2024-10-26,C062,P017,3,11793.0,8715,Completed,2024-11-01,2024-10-30,2
1872,2024-05-30,C063,P051,3,24808.46,14490,Completed,2024-06-03,2024-06-06,3
1873,2024-12-11,C003,P020,3,14436.0,10287,Returned,2024-12-14,2024-12-16,2
1874,2023-10-25,C063,P055,3,26211.42,13761,Completed,2023-10-28,2023-10-31,3
1875,2024-06-21,C066,P054,1,10532.04,5411,Completed,2024-06-26,2024-06-24,1
1876,2024-08-11,C077,P042,2,20184.82,12688,Completed,2024-08-13,2024-08-17,2
1877,2024-12-19,C024,P038,4,18076.0,10932,Completed,2024-12-24,2024-12-23,4
1878,2024-12-08,C038,P007,1,3728.0,2354,Completed,2024-12-14,2024-12-12,1
1879,2024-02-09,C057,P025,4,15140.0,9936,Completed,2024-02-14,2024-02-14,4
1880,2023-05-27,C030,P053,3,25067.66,12261,Completed,2023-06-03,2023-06-01,3
1881,2024-02-19,C031,P012,2,9108.0,6524,Completed,2024-02-27,2024-02-26,2
1882,2024-09-13,C008,P007,4,14912.0,9416,Returned,2024-09-20,2024-09-20,4
1883,2024-10-08,C042,P037,3,12315.0,7770,Returned,2024-10-15,2024-10-15,3
1884,2023-06-06,C053,P029,1,4633.0,2817,Completed,2023-06-09,2023-06-12,1
1885,2024-04-11,C022,P012,1,4554.0,3262,Completed,2024-04-15,2024-04-17,1
1886,2024-08-08,C079,P053,1,8638.57,4087,Completed,2024-08-10,2024-08-12,1
1887,2024-11-20,C029,P034,1,3755.0,2730,Completed,2024-11-23,2024-11-23,1
1888,2023-05-05,C069,P019,2,7658.0,5082,Completed,2023-05-09,2023-05-10,2
1889,2023-09-04,C037,P044,4,43129.9,21124,Cancelled,,2023-09-07,0
1890,2024-10-17,C049,P006,2,7890.0,5448,Completed,2024-10-20,2024-10-20,2
1891,2023-08-30,C037,P059,1,10200.6,5247,Completed,2023-09-07,2023-09-05,1
1892,2024-08-13,C057,P046,2,20601.86,10584,Completed,2024-08-16,2024-08-20,0
1893,2023-11-24,C012,P055,4,34556.82,18348,Completed,2023-12-02,2023-11-27,4
1894,2023-09-01,C078,P036,4,15196.0,10672,Completed,2023-09-09,2023-09-04,4
1895,2024-10-31,C031,P041,3,25476.81,16467,Completed,2024-11-08,2024-11-07,3
1896,2024-12-11,C076,P003,3,14448.0,10206,Completed,2024-12-14,2024-12-14,2
1897,2023-08-08,C053,P003,1,4816.0,3402,Completed,2023-08-15,2023-08-15,1
1898,2024-06-14,C064,P027,3,14070.0,10197,Cancelled,,2024-06-18,0
1899,2024-03-05,C058,P032,4,18900.0,13468,Completed,2024-03-12,2024-03-09,4
1900,2024-10-22,C075,P030,3,12774.0,8301,Returned,2024-10-25,2024-10-28,3
1901,2024-08-20,C059,P044,2,21159.91,10562,Completed,2024-08-24,2024-08-27,2
1902,2024-06-12,C041,P014,1,3865.0,2708,Cancelled,,2024-06-16,0
1903,2024-02-24,C029,P001,2,7896.0,4784,Completed,2024-02-26,2024-02-29,2
1904,2023-12-04,C030,P001,1,3948.0,2392,Completed,2023-12-09,2023-12-09,1
1905,2023-07-20,C072,P002,1,4221.0,2933,Completed,2023-07-25,2023-07-26,1
1906,2024-07-16,C013,P031,4,16900.0,11732,Completed,2024-07-23,2024-07-23,4
1907,2023-09-27,C020,P030,3,12774.0,8301,Completed,2023-10-05,2023-10-03,3
1908,2024-05-14,C025,P037,3,12315.0,7770,Cancelled,,2024-05-18,0
1909,2023-08-17,C059,P004,1,4511.0,3291,Completed,2023-08-24,2023-08-23,1
1910,2024-02-01,C030,P022,2,8548.0,5740,Completed,2024-02-04,2024-02-06,2
1911,2023-11-08,C068,P032,4,18900.0,13468,Completed,2023-11-10,2023-11-11,4
1912,2023-07-31,C006,P006,2,7890.0,5448,Completed,2023-08-06,2023-08-06,2
1913,2023-07-21,C048,P030,1,4258.0,2767,Cancelled,,2023-07-25,0
1914,2024-01-15,C064,P006,1,3945.0,2724,Completed,2024-01-18,2024-01-19,1
1915,2023-10-09,C043,P030,1,4258.0,2767,Cancelled,,2023-10-15,0
1916,2024-09-03,C050,P036,2,7598.0,5336,Completed,2024-09-10,2024-09-10,2
1917,2024-02-03,C026,P032,3,14175.0,10101,Completed,2024-02-06,2024-02-06,3
1918,2024-05-15,C021,P054,1,10175.77,5411,Completed,2024-05-23,2024-05-21,1
1919,2024-01-01,C044,P046,3,30300.79,15876,Completed,2024-01-04,2024-01-07,3
1920,2024-08-29,C017,P003,2,9632.0,6804,Completed,2024-09-04,2024-09-05,2
1921,2023-03-12,C079,P048,1,9969.83,5781,Completed,2023-03-18,2023-03-15,1
1922,2024-05-08,C051,P019,3,11487.0,7623,Completed,2024-05-15,2024-05-11,3
1923,2024-05-03,C050,P024,4,16752.0,12068,Completed,2024-05-09,2024-05-07,4
1924,2024-08-20,C067,P038,3,13557.0,8199,Completed,2024-08-24,2024-08-27,3
1925,2024-08-23,C074,P034,3,11265.0,8190,Returned,2024-08-26,2024-08-29,3
1926,2023-01-11,C050,P005,3,13212.0,9273,Returned,2023-01-13,2023-01-14,3
1927,2024-12-03,C057,P022,2,8548.0,5740,Cancelled,,2024-12-10,0
1928,2023-05-08,C043,P043,4,32407.68,18532,Completed,2023-05-13,2023-05-12,4
1929,2024-05-30,C014,P042,1,9577.28,6344,Completed,2024-06-03,2024-06-03,1
1930,2023-12-26,C075,P005,3,13212.0,9273,Cancelled,,2023-12-31,0
1931,2024-02-13,C039,P005,3,13212.0,9273,Completed,2024-02-15,2024-02-20,3
1932,2024-04-16,C031,P004,4,18044.0,13164,Completed,2024-04-22,2024-04-22,4
1933,2024-02-13,C047,P051,4,37496.78,19320,Completed,2024-02-17,2024-02-17,0
1934,2023-03-01,C056,P050,4,30747.14,17044,Returned,2023-03-03,2023-03-07,4
1935,2024-11-16,C019,P056,4,42806.57,23532,Cancelled,,2024-11-20,0
1936,2023-01-02,C057,P060,3,28509.17,13257,Completed,2023-01-05,2023-01-08,3
1937,2024-02-19,C013,P053,1,7937.21,4087,Completed,2024-02-23,2024-02-24,1
1938,2023-11-24,C006,P005,1,4404.0,3091,Completed,2023-12-02,2023-11-27,1
1939,2023-02-26,C002,P037,4,16420.0,10360,Completed,2023-03-01,2023-03-04,4
1940,2024-04-10,C060,P014,3,11595.0,8124,Returned,2024-04-17,2024-04-15,3
1941,2024-11-01,C060,P016,3,13098.0,9792,Completed,2024-11-09,2024-11-04,3
1942,2024-04-11,C063,P017,3,11793.0,8715,Cancelled,,2024-04-16,0
1943,2023-10-06,C014,P022,4,17096.0,11480,Completed,2023-10-14,2023-10-13,4
1944,2024-11-07,C026,P031,3,12675.0,8799,Cancelled,,2024-11-11,0
1945,2023-02-08,C004,P025,3,11355.0,7452,Completed,2023-02-11,2023-02-12,3
1946,2024-07-09,C057,P044,2,19816.73,10562,Completed,2024-07-17,2024-07-15,2
1947,2023-02-09,C039,P050,1,8073.5,4261,Completed,2023-02-17,2023-02-14,1
1948,2023-03-30,C050,P011,1,4598.0,2901,Completed,2023-04-07,2023-04-05,0
1949,2023-12-16,C056,P002,1,4221.0,2933,Completed,2023-12-24,2023-12-22,1
1950,2024-08-22,C030,P008,3,13350.0,9837,Returned,2024-08-24,2024-08-27,3
1951,2023-03-02,C072,P021,3,14496.0,9096,Completed,2023-03-06,2023-03-07,3
1952,2023-05-10,C039,P053,2,16707.93,8174,Completed,2023-05-18,2023-05-16,2
1953,2024-07-29,C020,P046,1,9224.49,5292,Completed,2024-08-04,2024-08-03,1
1954,2024-02-15,C004,P016,2,8732.0,6528,Completed,2024-02-20,2024-02-19,2
1955,2023-07-08,C021,P019,4,15316.0,10164,Completed,2023-07-13,2023-07-13,4
1956,2024-11-16,C012,P056,4,39880.18,23532,Returned,2024-11-23,2024-11-19,4
1957,2024-03-26,C038,P003,4,19264.0,13608,Completed,2024-04-02,2024-03-29,4
1958,2023-06-21,C007,P005,3,13212.0,9273,Completed,2023-06-29,2023-06-26,0
1959,2023-01-30,C050,P020,1,4812.0,3429,Completed,2023-02-07,2023-02-02,1
1960,2024-06-30,C007,P054,2,18728.22,10822,Completed,2024-07-05,2024-07-07,2
1961,2023-11-05,C067,P056,1,9698.54,5883,Completed,2023-11-10,2023-11-08,1
1962,2024-05-14,C077,P001,1,3948.0,2392,Completed,2024-05-16,2024-05-19,1
1963,2023-11-06,C047,P040,1,3788.0,2421,Returned,2023-11-08,2023-11-10,1
1964,2024-08-04,C042,P006,2,7890.0,5448,Completed,2024-08-06,2024-08-10,2
1965,2023-03-04,C036,P028,3,13311.0,8439,Completed,2023-03-08,2023-03-08,3
1966,2023-12-11,C031,P015,2,8482.0,6354,Cancelled,,2023-12-17,0
1967,2024-08-06,C057,P050,3,24350.65,12783,Completed,2024-08-12,2024-08-10,3
1968,2024-07-07,C062,P006,4,15780.0,10896,Cancelled,,2024-07-10,0
1969,2023-09-24,C027,P026,2,8612.0,6170,Completed,2023-09-29,2023-09-29,2
1970,2023-12-08,C042,P005,2,8808.0,6182,Completed,2023-12-16,2023-12-15,2
1971,2024-11-01,C061,P018,3,13713.0,8835,Completed,2024-11-07,2024-11-06,3
1972,2023-05-31,C038,P058,2,15170.28,9816,Completed,2023-06-03,2023-06-07,2
1973,2023-04-11,C064,P020,1,4812.0,3429,Returned,2023-04-17,2023-04-15,1
1974,2023-01-06,C005,P015,4,16964.0,12708,Completed,2023-01-12,2023-01-09,4
1975,2023-05-25,C053,P024,3,12564.0,9051,Completed,2023-05-31,2023-05-31,3
1976,2023-09-15,C054,P011,3,13794.0,8703,Completed,2023-09-20,2023-09-20,3
1977,2023-02-21,C076,P027,3,14070.0,10197,Completed,2023-02-26,2023-02-28,3
1978,2023-01-23,C050,P038,2,9038.0,5466,Completed,2023-01-30,2023-01-27,2
1979,2024-05-17,C051,P023,2,7164.0,4518,Completed,2024-05-24,2024-05-23,2
1980,2024-10-04,C080,P039,3,12558.0,7551,Returned,2024-10-06,2024-10-10,3
1981,2024-04-29,C043,P018,3,13713.0,8835,Completed,2024-05-03,2024-05-02,3
1982,2023-04-29,C013,P029,3,13899.0,8451,Completed,2023-05-04,2023-05-03,3
1983,2024-03-05,C079,P037,3,12315.0,7770,Completed,2024-03-07,2024-03-08,2
1984,2023-02-21,C045,P004,1,4511.0,3291,Returned,2023-02-26,2023-02-24,1
1985,2023-04-06,C007,P054,3,29876.8,16233,Completed,2023-04-13,2023-04-12,3
1986,2024-11-04,C054,P015,2,8482.0,6354,Completed,2024-11-12,2024-11-07,2
1987,2023-12-28,C031,P024,3,12564.0,9051,Completed,2024-01-02,2024-01-01,3
1988,2023-01-18,C050,P034,3,11265.0,8190,Completed,2023-01-26,2023-01-24,2
1989,2024-10-10,C018,P012,2,9108.0,6524,Completed,2024-10-15,2024-10-15,2
1990,2024-09-06,C040,P037,4,16420.0,10360,Completed,2024-09-13,2024-09-13,4
1991,2024-02-06,C015,P005,2,8808.0,6182,Completed,2024-02-10,2024-02-13,2
1992,2024-12-17,C059,P033,1,4267.0,3060,Completed,2024-12-19,2024-12-23,1
1993,2023-08-25,C032,P024,1,4188.0,3017,Completed,2023-09-02,2023-08-28,1
1994,2023-02-08,C016,P055,4,29039.81,18348,Completed,2023-02-12,2023-02-11,4
1995,2024-10-13,C057,P036,4,15196.0,10672,Completed,2024-10-19,2024-10-17,4
1996,2024-10-01,C027,P011,4,18392.0,11604,Completed,2024-10-06,2024-10-06,4
1997,2024-05-20,C078,P002,2,8442.0,5866,Cancelled,,2024-05-25,0
1998,2024-07-08,C075,P003,3,14448.0,10206,Completed,2024-07-16,2024-07-13,3
1999,2023-11-26,C048,P053,4,34646.48,16348,Cancelled,,2023-11-29,0
2000,2024-08-23,C004,P028,4,17748.0,11252,Cancelled,,2024-08-27,0
2001,2024-08-02,C052,P025,2,7570.0,4968,Completed,2024-08-09,2024-08-06,2
2002,2023-06-24,C078,P038,3,13557.0,8199,Completed,2023-06-28,2023-06-30,3
2003,2023-07-11,C012,P054,4,41950.1,21644,Completed,2023-07-14,2023-07-17,4
2004,2024-08-04,C063,P022,1,4274.0,2870,Cancelled,,2024-08-09,0
2005,2024-08-14,C023,P050,3,21052.19,12783,Completed,2024-08-19,2024-08-19,3
2006,2023-11-27,C023,P018,4,18284.0,11780,Returned,2023-11-29,2023-12-04,4
2007,2023-10-31,C057,P002,4,16884.0,11732,Completed,2023-11-02,2023-11-05,4
2008,2024-01-02,C027,P006,2,7890.0,5448,Completed,2024-01-07,2024-01-05,2
2009,2023-07-08,C054,P057,2,16710.52,8478,Returned,2023-07-12,2023-07-15,2
2010,2023-10-26,C044,P040,3,11364.0,7263,Completed,2023-11-02,2023-11-01,3
2011,2024-04-14,C046,P059,3,28413.85,15741,Completed,2024-04-21,2024-04-20,3
2012,2024-04-30,C030,P024,4,16752.0,12068,Completed,2024-05-02,2024-05-04,4
2013,2023-01-08,C027,P020,1,4812.0,3429,Cancelled,,2023-01-13,0
2014,2023-09-21,C030,P003,2,9632.0,6804,Completed,2023-09-27,2023-09-27,2
2015,2023-01-11,C034,P021,3,14496.0,9096,Cancelled,,2023-01-14,0
2016,2024-06-18,C029,P006,1,3945.0,2724,Completed,2024-06-20,2024-06-22,1
2017,2023-09-02,C010,P005,2,8808.0,6182,Completed,2023-09-08,2023-09-08,1
2018,2023-10-24,C008,P054,3,29787.82,16233,Completed,2023-10-31,2023-10-28,0
2019,2023-04-19,C014,P037,4,16420.0,10360,Completed,2023-04-26,2023-04-24,4
2020,2023-08-10,C011,P030,4,17032.0,11068,Returned,2023-08-14,2023-08-15,4
2021,2024-06-24,C059,P059,2,19810.28,10494,Completed,2024-06-28,2024-06-27,2
2022,2024-01-03,C076,P002,3,12663.0,8799,Completed,2024-01-10,2024-01-07,3
